count_commentators,count_editions,count_bibentries,count_lines,html
0,0,2,1,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent"">The combined effect of these mislineations is that the compositors misrepresent the verse lines of their copy. The flow-overs produced by spacing are important because of editorial uncertainty about whether to treat the lines as verse or prose. Now, however, editors are justified in counting these prose-set lines as verse. There is some danger in not attending to these flow-overs. <a href=""#b_eccm1980"" class=""ref bibl"">Eccles</a> (ed. <i>MM</i>, 1980) does not note or comment on the two occurrences listed above, so a reader of his text would not know that verse is intended, and <a href=""#b_spem1990"" class=""ref bibl"">Spevack</a> (ed. <i>Ant.</i>, 1990) has the same failing at TLN <a href=""#tln_0024"" class=""ref lb"">24&ndash;5</a>.</p>"
1,1,0,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent"">Commentators generally describe the text as an unusually good one. <a href=""#s_knt2"" class=""ref witness"">Knight</a> (ed. 1842, p. 125): This copy presents many typographical errors; and in a few passages the text is manifestly corrupt. The difficulties, however, are not very considerable; and the original copy is decidedly better, for the most part, than the modern innovations. Malone, in adhering to this text, was more distinctly opposed to Steevens than in other plays, in which he has, though evidently contrary to his own better opinion, adopted the suggestions of Steevens and others, who introduced what they considered amendments, but which amendments were founded upon an imperfect knowledge of the phraseology and metre of their author. The rejections by Malone of the changes of Steevens are here made with somewhat more of pertinacity, and perhaps of ill-temper, than was common with him. For an example of Malone&rsquo;s ill-temper, see n. <a href=""#cn_0585c"" class=""ref note_cn"">585</a> (<i>Sprights</i>).</p>"
1,1,0,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#s_ard1a"" class=""ref witness"">Cuningham</a> (ed. 1907, p. xi) believes F was printed from Sh.&rsquo;s MS. He notes that <i>Err.</i> has no names of the characters at the end as do three of the preceding plays, <i>Tmp.</i>, <i>TGV</i>, and <i>MM</i>: We are left to conjecture the reason, which was probably sheer carelessness, if not too rapid work, on the part of the printers, and the want of any proper supervision; since there is ample room for the names on folio 100, the concluding page of the play. The lists of dramatis personae were probably provided by Ralph Crane.</p>"
1,0,1,18,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent"">Approval of the text is borne out by listing the number of unquestioned or probable mistakes committed by the three compositors. Compositor C produces dittography at <a href=""#tln_0020"" class=""ref lb"">20&ndash;1</a> (any.&nbsp;.&nbsp;. any), at <a href=""#tln_0154"" class=""ref lb"">154</a> (helth.&nbsp;.&nbsp;. helth), and at <a href=""#tln_0407"" class=""ref lb"">407</a> (did didst). He gets pronouns wrong at <a href=""#tln_0126"" class=""ref lb"">126</a> (them for <i>thee</i>), <a href=""#tln_0474"" class=""ref lb"">474</a> (them for probable <i>men</i>), and <a href=""#tln_0750"" class=""ref lb"">750</a>, <a href=""#tln_0752"" class=""ref lb"">752</a> (your.&nbsp;.&nbsp;. your for <i>her.&nbsp;.&nbsp;. her</i>). He garbles <a href=""#tln_0383"" class=""ref lb"">383</a> and <a href=""#tln_0385"" class=""ref lb"">385&ndash;9</a> so badly that no one can figure out how to emend. He sets vp for <i>upon</i> (<a href=""#tln_0105"" class=""ref lb"">105</a>), backe for <i>barke</i> (<a href=""#tln_0119"" class=""ref lb"">119</a>), too for <i>two</i> (<a href=""#tln_0320"" class=""ref lb"">320</a>), hundred for <i>thousand</i> (<a href=""#tln_0338"" class=""ref lb"">338</a>), trying for <i>tyring</i> (<a href=""#tln_0492"" class=""ref lb"">492</a>), ruinate for ?<i>ruinous</i> (<a href=""#tln_0790"" class=""ref lb"">790</a>), attaine for <i>attaint</i> (<a href=""#tln_0802"" class=""ref lb"">802</a>), not for <i>but</i> (<a href=""#tln_0807"" class=""ref lb"">807</a>), and do for <i>you do</i> (<a href=""#tln_1243"" class=""ref lb"">1243</a>). The dittographs and the garbling probably result from his characteristically attempting to memorize too much (<a href=""#b_ocoj1977"" class=""ref bibl"">O&rsquo;Connor</a>, 1977, p. 60).</p>"
1,0,1,15,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent"">Compositor D&rsquo;s mistakes seem to be the result of misreading; his substitutions are orthographically similar to what he misreads, hence he is easier to emend than Compositor C (<a href=""#b_ocoj1977"" class=""ref bibl"">O&rsquo;Connor</a>, p. 61). His a riuall for <i>arrival</i> (<a href=""#tln_0166"" class=""ref lb"">166</a>), cooke for <i>clock</i>[<i>e</i>] (<a href=""#tln_0231"" class=""ref lb"">231</a>), adore for <i>a&rsquo; door</i> (<a href=""#tln_0285"" class=""ref lb"">285</a>), thus for <i>ill</i> (<a href=""#tln_0286"" class=""ref lb"">286</a>), stranger for <i>stronger</i> (<a href=""#tln_0569"" class=""ref lb"">569</a>), free&rsquo;d for <i>offer&rsquo;d</i> (<a href=""#tln_0581"" class=""ref lb"">581</a>), a name for <i>an aim</i> [= ame] (<a href=""#tln_0677"" class=""ref lb"">677</a>), hope for <i>trow</i> (<a href=""#tln_0693"" class=""ref lb"">693</a>), bud for ?<i>bed</i> (<a href=""#tln_0836"" class=""ref lb"">836</a>), thee for <i>them</i> (<a href=""#tln_0836"" class=""ref lb"">836</a>), when for <i>where</i> (<a href=""#tln_0844"" class=""ref lb"">844</a>), and Thus for <i>That</i> (<a href=""#tln_1160"" class=""ref lb"">1160</a>) look like careless work rather than difficulty with his copy. To these may be added God sake for ?<i>God&rsquo;s sake</i> (<a href=""#tln_0258"" class=""ref lb"">258</a>), sister for <i>sister&rsquo;s</i> (<a href=""#tln_0833"" class=""ref lb"">833</a>), and ships for <i>ship</i> (<a href=""#tln_1218"" class=""ref lb"">1218</a>), all of which involve D&rsquo;s characteristic trouble with initial and final -<i>s</i> (O&rsquo;Connor, p. 67).</p>"
0,0,0,5,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent"">Compositor B sets is for ?<i>and</i> (<a href=""#tln_0900"" class=""ref lb"">900</a>), chalkle for <i>chalkie</i> (<a href=""#tln_0917"" class=""ref lb"">917</a>), depth for <i>death</i> (<a href=""#tln_1590"" class=""ref lb"">1590</a>). He makes a single pronoun mistake: their for <i>her</i> (<a href=""#tln_0999"" class=""ref lb"">999</a>). Oh, for <i>Of</i> (<a href=""#tln_1109"" class=""ref lb"">1109</a>) rounds out the errors that most editors emend.</p>"
0,0,0,7,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent"">Other possible errors do not draw agreement that they are wrong: me by (<a href=""#tln_1042"" class=""ref lb"">1042</a>), the first sir (<a href=""#tln_1076"" class=""ref lb"">1076</a>), glanced it (<a href=""#tln_1535"" class=""ref lb"">1535</a>), go (<a href=""#tln_1895"" class=""ref lb"">1895</a>), and the second Natiuitie (<a href=""#tln_1896"" class=""ref lb"">1896</a>) have all been defended; burthen are (<a href=""#tln_1892"" class=""ref lb"">1892</a>) is a recognized problem, but whether it should read <i>burdens are</i> or <i>burden ne&rsquo;er</i> is undecided. Like Compositor D, B sets God sake (<a href=""#tln_1498"" class=""ref lb"">1498</a>), raising the possibility that both are authorial forms.</p>"
1,0,1,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent"">Until very recently, critics agreed that the play was set from Sh.&rsquo;s autograph manuscript (foul papers), perhaps lightly annotated in the playhouse for performance purposes. But <a href=""#b_werp1988"" class=""ref bibl"">Werstine</a> (1988, p. 244) advises caution: What then is the nature of the manuscript underlying the Folio text of <i>Errors</i>? This question, it seems to me, must go without an answer. His doubts are too recent to have influenced eds.</p>"
3,2,1,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent"">Evidence that Sh.&rsquo;s own hand lies close to the printer&rsquo;s copy, if in fact that copy was not his manuscript, comes chiefly from the SDs and SPs. These have usually been characterized as too confusing to serve in a prompt-book; see, e.g., <a href=""#s_evns"" class=""ref witness"">Evans</a> (ed. 1974, p. 104), and, in German, <a href=""#pw_rosk1982"" class=""ref bibl_pw"">Tetzeli von Rosador</a> (ed. 1982, pp. 11 f.). <a href=""#b_werp1988"" class=""ref bibl"">Werstine</a> (1988, pp. 239&ndash;40) believes that the difficulties posed by the variations may be overstated. The following are the inconsistencies usually offered as evidence:</p>"
0,0,0,17,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><i>Merchant of Siracusa</i> (<a href=""#tln_0002"" class=""ref lb"">2</a>), <i>Marchant.</i> (<a href=""#tln_0004"" class=""ref lb"">4</a>), <i>Mer.</i> (<a href=""#tln_0030"" class=""ref lb"">30</a>), <i>Merch.</i> (<a href=""#tln_0101"" class=""ref lb"">101</a>) for Egeon in <a href=""#tln_0001"" class=""ref lb"">1</a>.<a href=""#tln_0001"" class=""ref lb"">1</a>.; <i>Mar. Fat.</i> (<a href=""#tln_1671"" class=""ref lb"">1671</a>), <i>Fa.</i> (<a href=""#tln_1762"" class=""ref lb"">1762</a>, <a href=""#tln_1778"" class=""ref lb"">1778</a>, <a href=""#tln_1785"" class=""ref lb"">1785</a>, <a href=""#tln_1801"" class=""ref lb"">1801</a>, <a href=""#tln_1838"" class=""ref lb"">1838</a>), <i>Fath.</i> (<a href=""#tln_1766"" class=""ref lb"">1766</a>, <a href=""#tln_1771"" class=""ref lb"">1771</a>, <a href=""#tln_1788"" class=""ref lb"">1788</a>), <i>Father.</i> (<a href=""#tln_1775"" class=""ref lb"">1775</a>), <i>Fat.</i> (<a href=""#tln_1783"" class=""ref lb"">1783</a>) in 5.1; it must be granted that the various <i>Father</i> SPs would not confuse anyone, and some may be compositorial.</p>"
0,0,0,2,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent"">There is a failure to distinguish two Ephesian merchants, the first at <a href=""#tln_0162"" class=""ref lb"">162</a>, the second at <a href=""#tln_0981"" class=""ref lb"">981</a>.</p>"
0,0,0,12,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><i>Enter Antipholis Erotes.</i>.&nbsp;.&nbsp;. (<a href=""#tln_0162"" class=""ref lb"">162</a>), <i>Enter Antipholis Errotis</i> (<a href=""#tln_0394"" class=""ref lb"">394</a>). <i>Erotes</i>, <i>Errotis</i> are probably errors for <i>Erraticus</i> (wanderer). These are slightly misleading to a reader because they identify <i>S.</i> Antipholus, not his Ephesian brother. <i>Antipholis</i> is spelled this way by Compositor C only in a SD (<a href=""#tln_0394"" class=""ref lb"">394</a>), but he spells <i>Antipholus</i> at <a href=""#tln_0505"" class=""ref lb"">505</a> in dialogue. All but one&mdash;<a href=""#tln_0273"" class=""ref lb"">273</a>&mdash;of the variations (<a href=""#tln_0162"" class=""ref lb"">162</a>, <a href=""#tln_0273"" class=""ref lb"">273</a>, <a href=""#tln_0394"" class=""ref lb"">394</a>, <a href=""#tln_0409"" class=""ref lb"">409</a>, <a href=""#tln_0786"" class=""ref lb"">786</a>, <a href=""#tln_0788"" class=""ref lb"">788</a>) involving proper names occur in the work of Compositor C, as does the most serious garbling in the dialogue (<a href=""#tln_0383"" class=""ref lb"">383&ndash;9</a>), so it is tempting to suppose that C had trouble reading his copy. But the -<i>is</i> spellings must have been in the printer&rsquo;s copy, because both Compositors C and D had correctly set <i>Antipholus</i> in H3<sup>v</sup>&ndash;H4 and H3 when they started setting the play, before the -<i>is</i> spellings on H2<sup>v</sup>, H2, and H1<sup>v</sup>.</p>"
0,0,0,1,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><i>Enter.&nbsp;.&nbsp;. Antipholis Sereptus</i> (<a href=""#tln_0273"" class=""ref lb"">273&ndash;4</a>). <i>Sereptus</i> is probably an error for <i>Surreptus</i> (snatched away). This is misleading for <i>E.</i> Antipholus. It is amusing that the garbled Latin should just reverse the initial letters of the twins&rsquo; designators, though of course only readers (including compositors) would have to deal with the problem, as in the next example.</p>"
0,0,0,1,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><i>E. Ant.</i> (<a href=""#tln_0409"" class=""ref lb"">409</a>), rather than <i>Ant.</i>, appears just once in 2.2. This is erroneous for S. Antipholus. Compositor C probably was influenced by <i>Errotis</i> as he noticed that <i>S. Dro</i> was being distinguished in the SPs.</p>"
0,0,0,3,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><i>Enter Luce</i> (<a href=""#tln_0679"" class=""ref lb"">679</a>), Compositor D. She becomes <i>Nell</i> in dialogue (<a href=""#tln_0900"" class=""ref lb"">900</a>, Compositor B) for the pun on her being an Ell and three quarters in girth (<a href=""#tln_0901"" class=""ref lb"">901</a>).</p>"
0,0,0,2,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><i>Enter Iuliana.</i>.&nbsp;.&nbsp;. (<a href=""#tln_0786"" class=""ref lb"">786</a>), SP <i>Iulia</i> (<a href=""#tln_0787"" class=""ref lb"">787</a>) H4<sup>a</sup>, Compositor C; Compositor D correctly sets <i>Luc.</i> in column b. Eds. have thought that the mistake lay in the manuscript, possibly reflecting Sh.&rsquo;s uncertainty about what to call her, but this is the first page of the typesetting of <i>Err.</i>, and it is most likely that Compositor C misread his copy, whereas Compositor D got it right.</p>"
0,0,0,3,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><i>Enter Angelo with the Chaine</i> (<a href=""#tln_0955"" class=""ref lb"">955</a>), with SP <i>Ang.</i> to his exit at <a href=""#tln_0972"" class=""ref lb"">972</a>, near the end of Act 3 (H4<sup>vb</sup>, Compositor B). Beginning at <a href=""#tln_0981"" class=""ref lb"">981</a> (4.1) he is <i>Goldsmith.</i> His reappearance on stage after only eight lines following his exit is unusually soon in Sh.; I think it argues for a clearly marked pause in the action beyond what a scene ending might indicate. At the beginning of Act 3 (H3<sup>va</sup>, Compositor D), he enters as <i>Angelo the Goldsmith</i>, so the text is clear about his name and trade (that is, both are written down; the dialogue tells the audience the same facts). At the beginning of Act 4, Sh.&mdash;I suppose&mdash;chooses the term (<i>Goldsmith</i>) that he likes at the moment. Perhaps the shift from name to trade indicates a hiatus in the composition of the play?</p>"
