n,count_commentators,count_lines,text
306,9,9,"<dl><dt><span class=""line"" id=""tln_0306-speech"">Adr.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0306"">Patience vnmou&rsquo;d, no maruel though she pause, </span><span class=""line"" id=""tln_0307"">They can be meeke, that haue no other cause: </span><span class=""line"" id=""tln_0308"">A wretched soule bruis&rsquo;d with aduersitie, </span><span class=""line"" id=""tln_0309"">We bid be quiet when we heare it crie. </span><span class=""line"" id=""tln_0310"">But were we burdned with like waight of paine, </span><span class=""line"" id=""tln_0311"">As much, or more, we should our selues complaine: </span><span class=""line"" id=""tln_0312"">So thou that hast no vnkinde mate to greeue thee, </span><span class=""line"" id=""tln_0313"">With vrging helpelesse patience would releeue me; </span><span class=""line"" id=""tln_0314"">But if thou liue to see like right bereft, </span><span class=""line"" id=""tln_0315"">This foole-beg&rsquo;d patience in thee will be left.</span></p></dd></dl>"
316,0,1,"<dl><dt><span class=""line"" id=""tln_0316-speech"">Luci.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0316"">Well, I will marry one day but to trie: </span><span class=""line"" id=""tln_0317"">Heere comes your man, now is your husband nie.</span></p></dd></dl>"
319,4,0,"<dl><dt><span class=""line"" id=""tln_0319-speech"">Adr.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0319"">Say, is your tardie master now at hand?</span></p></dd></dl>"
320,2,1,"<dl><dt><span class=""line"" id=""tln_0320-speech"">E. Dro.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0320"">Nay, hee&rsquo;s at too hands with mee, and that my </span><span class=""line"" id=""tln_0321"">two eares can witnesse.</span></p></dd></dl>"
322,0,1,"<dl><dt><span class=""line"" id=""tln_0322-speech"">Adr.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0322"">Say, didst thou speake with him? knowst thou </span><span class=""line"" id=""tln_0323"">his minde?</span></p></dd></dl>"
324,1,1,"<dl><dt><span class=""line"" id=""tln_0324-speech"">E. Dro.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0324"">I, I, he told his minde vpon mine eare, </span><span class=""line"" id=""tln_0325"">Beshrew his hand, I scarce could vnderstand it.</span></p></dd></dl>"
326,3,1,"<dl><dt><span class=""line"" id=""tln_0326-speech"">Luc.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0326"">Spake hee so doubtfully, thou couldst not feele </span><span class=""line"" id=""tln_0327"">his meaning.</span></p></dd></dl>"
328,3,2,"<dl><dt><span class=""line"" id=""tln_0328-speech"">E. Dro.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0328"">Nay, hee strooke so plainly, I could too well </span><span class=""line"" id=""tln_0329"">feele his blowes; and withall so doubtfully, that I could </span><span class=""line"" id=""tln_0330"">scarce vnderstand them.</span></p></dd></dl>"
331,0,1,"<dl><dt><span class=""line"" id=""tln_0331-speech"">Adri.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0331"">But say, I prethee, is he comming home? </span><span class=""line"" id=""tln_0332"">It seemes he hath great care to please his wife.</span></p></dd></dl>"
333,6,0,"<dl><dt><span class=""line"" id=""tln_0333-speech"">E. Dro.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0333"">Why Mistresse, sure my Master is horne mad.</span></p></dd></dl>"
334,5,0,"<dl><dt><span class=""line"" id=""tln_0334-speech"">Adri.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0334"">Horne mad, thou villaine?</span></p></dd></dl>"
335,13,10,"<dl><dt><span class=""line"" id=""tln_0335-speech"">E. Dro.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0335"">I meane not Cuckold mad, </span><span class=""line"" id=""tln_0336"">But sure he is starke mad: </span><span class=""line"" id=""tln_0337"">When I desir&rsquo;d him to come home to dinner, </span><span class=""line"" id=""tln_0338"">He ask&rsquo;d me for a hundred markes in gold: </span><span class=""line"" id=""tln_0339"">&rsquo;Tis dinner time, quoth I: my gold, quoth he: </span><span class=""line"" id=""tln_0340"">Your meat doth burne, quoth I: my gold quoth he: </span><span class=""line"" id=""tln_0341"">Will you come, quoth I: my gold, quoth he; </span><span class=""line"" id=""tln_0342"">Where is the thousand markes I gaue thee villaine? </span><span class=""line"" id=""tln_0343"">The Pigge quoth I, is burn&rsquo;d: my gold, quoth he: </span><span class=""line"" id=""tln_0344"">My mistresse, sir, quoth I: hang vp thy Mistresse: </span><span class=""line"" id=""tln_0345"">I know not thy mistresse, out on thy mistresse.</span></p></dd></dl>"
346,0,0,"<dl><dt><span class=""line"" id=""tln_0346-speech"">Luci.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0346"">Quoth who?</span></p></dd></dl>"
347,8,3,"<dl><dt><span class=""line"" id=""tln_0347-speech"">E. Dr.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0347"">Quoth my Master, I know quoth he, no house, </span><span class=""line"" id=""tln_0348"">no wife, no mistresse: so that my arrant due vnto my </span><span class=""line"" id=""tln_0349"">tongue, I thanke him, I bare home vpon my shoulders: </span><span class=""line"" id=""tln_0350"">for in conclusion, he did beat me there.</span></p></dd></dl>"
351,0,0,"<dl><dt><span class=""line"" id=""tln_0351-speech"">Adri.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0351"">Go back againe, thou slaue, &amp; fetch him home.</span></p></dd></dl>"
352,0,1,"<dl><dt><span class=""line"" id=""tln_0352-speech"">Dro.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0352"">Goe backe againe, and be new beaten home? </span><span class=""line"" id=""tln_0353"">For Gods sake send some other messenger.</span></p></dd></dl>"
354,10,0,"<dl><dt><span class=""line"" id=""tln_0354-speech"">Adri.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0354"">Backe slaue, or I will breake thy pate a-crosse.</span></p></dd></dl>"
355,3,1,"<dl><dt><span class=""line"" id=""tln_0355-speech"">Dro.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0355"">And he will blesse y crosse with other beating: </span><span class=""line"" id=""tln_0356"">Betweene you, I shall haue a holy head.</span></p></dd></dl>"
357,1,0,"<dl><dt><span class=""line"" id=""tln_0357-speech"">Adri.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0357"">Hence prating pesant, fetch thy Master home.</span></p></dd></dl>"
358,7,3,"<dl><dt><span class=""line"" id=""tln_0358-speech"">Dro.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0358"">Am I so round with you, as you with me, </span><span class=""line"" id=""tln_0359"">That like a foot-ball you doe spurne me thus: </span><span class=""line"" id=""tln_0360"">You spurne me hence, and he will spurne me hither, </span><span class=""line"" id=""tln_0361"">If I last in this seruice, you must case me in leather.</span></p></dd></dl>"
362,4,0,"<dl><dt><span class=""line"" id=""tln_0362-speech"">Luci.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0362"">Fie how impatience lowreth in your face.</span></p></dd></dl>"
363,22,14,"<dl><dt><span class=""line"" id=""tln_0363-speech"">Adri.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0363"">His company must do his minions grace, </span><span class=""line"" id=""tln_0364"">Whil&rsquo;st I at home starue for a merrie looke: </span><span class=""line"" id=""tln_0365"">Hath homelie age th&rsquo;alluring beauty tooke </span><span class=""line"" id=""tln_0366"">From my poore cheeke? then he hath wasted it. </span><span class=""line"" id=""tln_0367"">Are my discourses dull? Barren my wit, </span><span class=""line"" id=""tln_0368"">If voluble and sharpe discourse be mar&rsquo;d, </span><span class=""line"" id=""tln_0369"">Vnkindnesse blunts it more then marble hard. </span><span class=""line"" id=""tln_0370"">Doe their gay vestments his affections baite? </span><span class=""line"" id=""tln_0371"">That&rsquo;s not my fault, hee&rsquo;s master of my state. </span><span class=""line"" id=""tln_0372"">What ruines are in me that can be found, </span><span class=""line"" id=""tln_0373"">By him not ruin&rsquo;d? Then is he the ground </span><span class=""line"" id=""tln_0374"">Of my defeatures. My decayed faire, </span><span class=""line"" id=""tln_0375"">A sunnie looke of his, would soone repaire. </span><span class=""line"" id=""tln_0376"">But, too vnruly Deere, he breakes the pale, </span><span class=""line"" id=""tln_0377"">And feedes from home; poore I am but his stale.</span></p></dd></dl>"
378,1,0,"<dl><dt><span class=""line"" id=""tln_0378-speech"">Luci.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0378"">Selfe-harming Iealousie; fie beat it hence.</span></p></dd></dl>"
379,30,12,"<dl><dt><span class=""line"" id=""tln_0379-speech"">Ad.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0379"">Vnfeeling fools can with such wrongs dispence: </span><span class=""line"" id=""tln_0380"">I know his eye doth homage other-where, </span><span class=""line"" id=""tln_0381"">Or else, what lets it but he would be here? </span><span class=""line"" id=""tln_0382"">Sister, you know he promis&rsquo;d me a chaine, </span><span class=""line"" id=""tln_0383"">Would that alone, a loue he would detaine, </span><span class=""line"" id=""tln_0384"">So he would keepe faire quarter with his bed: </span><span class=""line"" id=""tln_0385"">I see the Iewell best enamaled </span><span class=""line"" id=""tln_0386"">Will loose his beautie: yet the gold bides still </span><span class=""line"" id=""tln_0387"">That others touch, and often touching will, </span><span class=""line"" id=""tln_0388"">Where gold and no man that hath a name, </span><span class=""line"" id=""tln_0389"">By falshood and corruption doth it shame: </span><span class=""line"" id=""tln_0390"">Since that my beautie cannot please his eie, </span><span class=""line"" id=""tln_0391"">Ile weepe (what&rsquo;s left away) and weeping die.</span></p></dd></dl>"
392,0,0,"<dl><dt><span class=""line"" id=""tln_0392-speech"">Luci.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0392"">How manie fond fooles serue mad Ielousie?</span></p></dd></dl>"
395,20,12,"<dl><dt><span class=""line"" id=""tln_0395-speech"">Ant.</span></dt><dd><p class=""speech""> <span class=""line"" id=""tln_0395"">The gold I gaue to Dromio is laid vp </span><span class=""line"" id=""tln_0396"">Safe at the Centaur, and the heedfull slaue </span><span class=""line"" id=""tln_0397"">Is wandred forth in care to seeke me out </span><span class=""line"" id=""tln_0398"">By computation and mine hosts report. </span><span class=""line"" id=""tln_0399"">I could not speake with Dromio, since at first </span><span class=""line"" id=""tln_0400"">I sent him from the Mart? see here he comes. </span><span class=""line"" id=""tln_0401""><p><span class=""stage"">Enter Dromio Siracusia.</span></p></span><span class=""line"" id=""tln_0402"">How now sir, is your merrie humor alter&rsquo;d? </span><span class=""line"" id=""tln_0403"">As you loue stroakes, so iest with me againe: </span><span class=""line"" id=""tln_0404"">You know no Centaur? you receiu&rsquo;d no gold? </span><span class=""line"" id=""tln_0405"">Your Mistresse sent to haue me home to dinner? </span><span class=""line"" id=""tln_0406"">My house was at the Ph&oelig;nix? Wast thou mad, </span><span class=""line"" id=""tln_0407"">That thus so madlie thou did didst answere me?</span></p></dd></dl>"
408,0,0,"<dl><dt><span class=""line"" id=""tln_0408-speech"">S. Dro.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0408"">What answer sir? when spake I such a word?</span></p></dd></dl>"
409,4,0,"<dl><dt><span class=""line"" id=""tln_0409-speech"">E. Ant.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0409"">Euen now, euen here, not halfe an howre since.</span></p></dd></dl>"
410,8,1,"<dl><dt><span class=""line"" id=""tln_0410-speech"">S. Dro.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0410"">I did not see you since you sent me hence </span><span class=""line"" id=""tln_0411"">Home to the Centaur with the gold you gaue me.</span></p></dd></dl>"
412,6,2,"<dl><dt><span class=""line"" id=""tln_0412-speech"">Ant.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0412"">Villaine, thou didst denie the golds receit, </span><span class=""line"" id=""tln_0413"">And toldst me of a Mistresse, and a dinner, </span><span class=""line"" id=""tln_0414"">For which I hope thou feltst I was displeas&rsquo;d.</span></p></dd></dl>"
415,1,1,"<dl><dt><span class=""line"" id=""tln_0415-speech"">S. Dro.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0415"">I am glad to see you in this merrie vaine, </span><span class=""line"" id=""tln_0416"">What meanes this iest, I pray you Master tell me?</span></p></dd></dl>"
417,2,1,"<dl><dt><span class=""line"" id=""tln_0417-speech"">Ant.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0417"">Yea, dost thou ieere &amp; flowt me in the teeth? </span><span class=""line"" id=""tln_0418"">Thinkst y I iest? hold, take thou that, &amp; that.</span></p></dd></dl>"
